asset_id,source_package,original_path,file_name,file_ext,file_size,content_hash,category,target_module,convert_required,parse_status,parse_error
A000338,国家医保智能监管两库_官方公开附件_第一至十八批_截至2026-07-10.zip,国家医保智能监管两库_官方公开附件_截至2026-07-10/第八批-1_医疗服务项目限定频次.xlsx,第八批-1_医疗服务项目限定频次.xlsx,.xlsx,20182,zip:d8b36f140e5b3963d54ba0f35896a170cfdf2c53a058b26db6b092b179ee6316:4009052028,rule_source,rule_engine,no,raw_registered,
A000339,国家医保智能监管两库_官方公开附件_第一至十八批_截至2026-07-10.zip,国家医保智能监管两库_官方公开附件_截至2026-07-10/第八批-2_医疗服务项目限年龄.xlsx,第八批-2_医疗服务项目限年龄.xlsx,.xlsx,16174,zip:d8b36f140e5b3963d54ba0f35896a170cfdf2c53a058b26db6b092b179ee6316:2978925561,rule_source,rule_engine,no,raw_registered,
A000340,国家医保智能监管两库_官方公开附件_第一至十八批_截至2026-07-10.zip,国家医保智能监管两库_官方公开附件_截至2026-07-10/第八批-3_医疗服务项目限支付疗程.xlsx,第八批-3_医疗服务项目限支付疗程.xlsx,.xlsx,17039,zip:d8b36f140e5b3963d54ba0f35896a170cfdf2c53a058b26db6b092b179ee6316:1175179257,rule_source,rule_engine,no,raw_registered,
A000341,国家医保智能监管两库_官方公开附件_第一至十八批_截至2026-07-10.zip,国家医保智能监管两库_官方公开附件_截至2026-07-10/第八批-4_医疗服务项目周期超频次.xlsx,第八批-4_医疗服务项目周期超频次.xlsx,.xlsx,17424,zip:d8b36f140e5b3963d54ba0f35896a170cfdf2c53a058b26db6b092b179ee6316:1691361533,rule_source,rule_engine,no,raw_registered,
A000342,国家医保智能监管两库_官方公开附件_第一至十八批_截至2026-07-10.zip,国家医保智能监管两库_官方公开附件_截至2026-07-10/第六批_药品限支付疗程.xlsx,第六批_药品限支付疗程.xlsx,.xlsx,53899,zip:d8b36f140e5b3963d54ba0f35896a170cfdf2c53a058b26db6b092b179ee6316:3241750523,rule_source,rule_engine,no,raw_registered,
A000343,国家医保智能监管两库_官方公开附件_第一至十八批_截至2026-07-10.zip,国家医保智能监管两库_官方公开附件_截至2026-07-10/第十一批-1_中药饮片单复方均不予支付.xlsx,第十一批-1_中药饮片单复方均不予支付.xlsx,.xlsx,17513,zip:d8b36f140e5b3963d54ba0f35896a170cfdf2c53a058b26db6b092b179ee6316:272631859,rule_source,rule_engine,no,raw_registered,
A000344,国家医保智能监管两库_官方公开附件_第一至十八批_截至2026-07-10.zip,国家医保智能监管两库_官方公开附件_截至2026-07-10/第十一批-2_中药饮片单方使用不予支付.xlsx,第十一批-2_中药饮片单方使用不予支付.xlsx,.xlsx,21925,zip:d8b36f140e5b3963d54ba0f35896a170cfdf2c53a058b26db6b092b179ee6316:294866113,rule_source,rule_engine,no,raw_registered,
A000345,国家医保智能监管两库_官方公开附件_第一至十八批_截至2026-07-10.zip,国家医保智能监管两库_官方公开附件_截至2026-07-10/第十七批_药品限适应症_抗肿瘤免疫及肌肉骨骼.xlsx,第十七批_药品限适应症_抗肿瘤免疫及肌肉骨骼.xlsx,.xlsx,68633,zip:d8b36f140e5b3963d54ba0f35896a170cfdf2c53a058b26db6b092b179ee6316:2630355413,rule_source,rule_engine,no,raw_registered,
A000346,国家医保智能监管两库_官方公开附件_第一至十八批_截至2026-07-10.zip,国家医保智能监管两库_官方公开附件_截至2026-07-10/第十三批_药品限适应症_血液和造血器官.xlsx,第十三批_药品限适应症_血液和造血器官.xlsx,.xlsx,55995,zip:d8b36f140e5b3963d54ba0f35896a170cfdf2c53a058b26db6b092b179ee6316:1831914885,rule_source,rule_engine,no,raw_registered,
A000347,国家医保智能监管两库_官方公开附件_第一至十八批_截至2026-07-10.zip,国家医保智能监管两库_官方公开附件_截至2026-07-10/第十二批_药品限适应症_消化道和代谢.xlsx,第十二批_药品限适应症_消化道和代谢.xlsx,.xlsx,35409,zip:d8b36f140e5b3963d54ba0f35896a170cfdf2c53a058b26db6b092b179ee6316:2570907188,rule_source,rule_engine,no,raw_registered,
A000348,国家医保智能监管两库_官方公开附件_第一至十八批_截至2026-07-10.zip,国家医保智能监管两库_官方公开附件_截至2026-07-10/第十五批_药品限适应症_皮肤泌尿生殖及激素.xlsx,第十五批_药品限适应症_皮肤泌尿生殖及激素.xlsx,.xlsx,28564,zip:d8b36f140e5b3963d54ba0f35896a170cfdf2c53a058b26db6b092b179ee6316:1118820158,rule_source,rule_engine,no,raw_registered,
A000349,国家医保智能监管两库_官方公开附件_第一至十八批_截至2026-07-10.zip,国家医保智能监管两库_官方公开附件_截至2026-07-10/第十八批_药品限适应症_神经系统.xlsx,第十八批_药品限适应症_神经系统.xlsx,.xlsx,31353,zip:d8b36f140e5b3963d54ba0f35896a170cfdf2c53a058b26db6b092b179ee6316:4031842963,rule_source,rule_engine,no,raw_registered,
A000350,国家医保智能监管两库_官方公开附件_第一至十八批_截至2026-07-10.zip,国家医保智能监管两库_官方公开附件_截至2026-07-10/第十六批_药品限适应症_全身用抗感染药物.xlsx,第十六批_药品限适应症_全身用抗感染药物.xlsx,.xlsx,40672,zip:d8b36f140e5b3963d54ba0f35896a170cfdf2c53a058b26db6b092b179ee6316:622844006,rule_source,rule_engine,no,raw_registered,
A000351,国家医保智能监管两库_官方公开附件_第一至十八批_截至2026-07-10.zip,国家医保智能监管两库_官方公开附件_截至2026-07-10/第十四批_药品限适应症_心血管系统.xlsx,第十四批_药品限适应症_心血管系统.xlsx,.xlsx,46967,zip:d8b36f140e5b3963d54ba0f35896a170cfdf2c53a058b26db6b092b179ee6316:3086074009,rule_source,rule_engine,no,raw_registered,
A000352,国家医保智能监管两库_官方公开附件_第一至十八批_截至2026-07-10.zip,国家医保智能监管两库_官方公开附件_截至2026-07-10/第十批_超互联网医院药品支付范围.xlsx,第十批_超互联网医院药品支付范围.xlsx,.xlsx,19889,zip:d8b36f140e5b3963d54ba0f35896a170cfdf2c53a058b26db6b092b179ee6316:346453869,rule_source,rule_engine,no,raw_registered,
A000353,国家医保智能监管两库_官方公开附件_第一至十八批_截至2026-07-10.zip,国家医保智能监管两库_官方公开附件_截至2026-07-10/第四批_药品限就医方式.xlsx,第四批_药品限就医方式.xlsx,.xlsx,40524,zip:d8b36f140e5b3963d54ba0f35896a170cfdf2c53a058b26db6b092b179ee6316:3902661337,rule_source,rule_engine,no,raw_registered,
