asset_id,source_package,original_path,file_name,file_ext,file_size,content_hash,category,target_module,convert_required,parse_status,parse_error
A000165,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/药品目录/2025/青医保局发〔2024〕84号-2025年药品目录/2025年版药品目录(2024.12.25含保密价格，不予公开).xlsx,2025年版药品目录(2024.12.25含保密价格，不予公开).xlsx,.xlsx,1356128,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:470201802,policy_document,rag_knowledge_base,no,raw_registered,
A000166,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/药品目录/2025/青医保局发〔2024〕84号-2025年药品目录/凡例.pdf,凡例.pdf,.pdf,336974,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:2286559557,policy_document,rag_knowledge_base,no,raw_registered,
A000170,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/药品目录/2025/青医保局发〔2024〕85号-关于将部分医疗机构制剂纳入基本医疗保险支付范围的通知/附件.xlsx,附件.xlsx,.xlsx,827264,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:4141940385,policy_document,rag_knowledge_base,no,raw_registered,
A000171,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/药品目录/2025/青医保局发〔2024〕85号-关于将部分医疗机构制剂纳入基本医疗保险支付范围的通知/青医保局发〔2024〕85号.pdf,青医保局发〔2024〕85号.pdf,.pdf,1964566,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:2266070894,policy_document,rag_knowledge_base,no,raw_registered,
A000176,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/药品目录/2025/青医保办发〔2025〕22号（关于转发《国家医疗保障局办公室关于注射用盐酸兰地洛尔等4个药品新增规格及支付标准的通知》的通知）—不予公开/医保办函〔2025〕34号（关于注射用盐酸兰地洛尔等4个药品新增规格及支付标准的通知）.pdf,医保办函〔2025〕34号（关于注射用盐酸兰地洛尔等4个药品新增规格及支付标准的通知）.pdf,.pdf,64756,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:641291812,policy_document,rag_knowledge_base,no,raw_registered,
A000181,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/药品目录/2025/青医保办发〔2025〕45号）青海省医疗保障局办公室关于将部分医疗机构制剂品种调出医疗机构制剂医保目录的通知/附件2《青海省药品监督管理办公室关于撤销部分医疗机构制剂品种备案号的通知》（青药监办函〔2025〕40号）.pdf,附件2《青海省药品监督管理办公室关于撤销部分医疗机构制剂品种备案号的通知》（青药监办函〔2025〕40号）.pdf,.pdf,3589018,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:3413161388,policy_document,rag_knowledge_base,no,raw_registered,
A000182,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/药品目录/2025/青医保办发〔2025〕45号）青海省医疗保障局办公室关于将部分医疗机构制剂品种调出医疗机构制剂医保目录的通知/（青医保办发〔2025〕45号）青海省医疗保障局办公室关于将部分医疗机构制剂品种调出医疗机构制剂医保目录的通知.pdf,（青医保办发〔2025〕45号）青海省医疗保障局办公室关于将部分医疗机构制剂品种调出医疗机构制剂医保目录的通知.pdf,.pdf,10693839,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:1287316905,policy_document,rag_knowledge_base,no,raw_registered,
A000185,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/药品目录/2025/青医保局发〔2023〕24号（关于印发《青海省藏（蒙）医医疗机构制剂医保目录》的通知）/附件：青海省藏（蒙）医医疗机构制剂医保目录.xlsx,附件：青海省藏（蒙）医医疗机构制剂医保目录.xlsx,.xlsx,1412424,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:4146342408,policy_document,rag_knowledge_base,no,raw_registered,
A000186,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/药品目录/2025/青医保局发〔2023〕24号（关于印发《青海省藏（蒙）医医疗机构制剂医保目录》的通知）/青医保局发〔2023〕24号（关于印发《青海省藏（蒙）医医疗机构制剂医保目录》的通知）.docx,青医保局发〔2023〕24号（关于印发《青海省藏（蒙）医医疗机构制剂医保目录》的通知）.docx,.docx,24252,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:3753694098,policy_document,rag_knowledge_base,no,raw_registered,
A000188,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/药品目录/2025/青医保局发〔2023〕52号（关于将中药配方颗粒纳入基本医疗保险、工伤保险和生育保险支付范围的通知）/青医保局发〔2023〕52号（关于将中药配方颗粒纳入基本医疗保险、工伤保险和生育保险支付范围的通知）.docx,青医保局发〔2023〕52号（关于将中药配方颗粒纳入基本医疗保险、工伤保险和生育保险支付范围的通知）.docx,.docx,16968,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:2530817775,policy_document,rag_knowledge_base,no,raw_registered,
A000190,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/药品目录/2025/青医保局发〔2023〕57号（关于将部分藏医医疗机构中药饮片纳人青海省基本医疗保险、工伤保险和生育保险支付范围的通知）/纳入青海省基本医疗保险、工伤保险和生育保险支付范围的藏医医疗机构中药饮片名单.xlsx,纳入青海省基本医疗保险、工伤保险和生育保险支付范围的藏医医疗机构中药饮片名单.xlsx,.xlsx,39283,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:3384728418,policy_document,rag_knowledge_base,no,raw_registered,
A000191,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/药品目录/2025/青医保局发〔2023〕57号（关于将部分藏医医疗机构中药饮片纳人青海省基本医疗保险、工伤保险和生育保险支付范围的通知）/青医保局发〔2023〕57号（关于将部分藏医医疗机构中药饮片纳人青海省基本医疗保险、工伤保险和生育保险支付范围的通知）.docx,青医保局发〔2023〕57号（关于将部分藏医医疗机构中药饮片纳人青海省基本医疗保险、工伤保险和生育保险支付范围的通知）.docx,.docx,20086,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:2814705688,policy_document,rag_knowledge_base,no,raw_registered,
A000194,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/门诊慢特病用药目录/青医保局发〔2024〕16号（门诊慢特病目录通知）/修改稿（汇总）.xlsx,修改稿（汇总）.xlsx,.xlsx,42194614,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:246409421,policy_document,rag_knowledge_base,no,raw_registered,
A000195,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/门诊慢特病用药目录/青医保局发〔2024〕16号（门诊慢特病目录通知）/青医保局发〔2024〕16号（门诊慢特病目录通知）.pdf,青医保局发〔2024〕16号（门诊慢特病目录通知）.pdf,.pdf,648975,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:3750164330,policy_document,rag_knowledge_base,no,raw_registered,
A000198,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/门诊慢特病用药目录/青医保局发〔2024〕86号-关于调整医疗保障门诊慢性病特殊病及城乡居民“两病”用药目录的通知/附件.xlsx,附件.xlsx,.xlsx,393173,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:2506632995,policy_document,rag_knowledge_base,no,raw_registered,
A000199,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/门诊慢特病用药目录/青医保局发〔2024〕86号-关于调整医疗保障门诊慢性病特殊病及城乡居民“两病”用药目录的通知/青医保局发〔2024〕86号.pdf,青医保局发〔2024〕86号.pdf,.pdf,966541,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:3712557931,policy_document,rag_knowledge_base,no,raw_registered,
A000200,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/门诊慢特病用药目录/青医保局发〔2024〕86号-关于调整医疗保障门诊慢性病特殊病及城乡居民“两病”用药目录的通知/青医保局发〔2024〕86号.docx,青医保局发〔2024〕86号.docx,.docx,15174,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:4271785163,policy_document,rag_knowledge_base,no,raw_registered,
A000203,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/支付方式改革/青医保办发〔2024〕69号（关于调整全省按病组和按病种分值付费分组方案的通知）/8.1青海DRG分组方案2.0.xlsx,8.1青海DRG分组方案2.0.xlsx,.xlsx,87197,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:4135626197,policy_document,rag_knowledge_base,no,raw_registered,
A000205,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/支付方式改革/青医保办发〔2024〕69号（关于调整全省按病组和按病种分值付费分组方案的通知）/8.1青医保办发〔2024〕69号（关于调整全省按病组和按病种分值付费分组方案的通知）.pdf,8.1青医保办发〔2024〕69号（关于调整全省按病组和按病种分值付费分组方案的通知）.pdf,.pdf,12425609,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:2637004262,policy_document,rag_knowledge_base,no,raw_registered,
A000207,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/支付方式改革/青医保局发〔2024〕67号（开展中藏蒙医日间病房医保结算工作的通知）/9.11青医保局发〔2024〕67号（开展中藏蒙医日间病房医保结算工作的通知）.pdf,9.11青医保局发〔2024〕67号（开展中藏蒙医日间病房医保结算工作的通知）.pdf,.pdf,2528358,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:3787201043,policy_document,rag_knowledge_base,no,raw_registered,
A000208,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/支付方式改革/青医保局发〔2024〕67号（开展中藏蒙医日间病房医保结算工作的通知）/9.11青医保局发〔2024〕67号（开展中藏蒙医日间病房医保结算工作的通知）.docx,9.11青医保局发〔2024〕67号（开展中藏蒙医日间病房医保结算工作的通知）.docx,.docx,32346,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:508083030,policy_document,rag_knowledge_base,no,raw_registered,
A000210,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/支付方式改革/青医保局发〔2024〕65号（关于调整日间手术医保支付政策的通知）/8.30青医保局发〔2024〕65号（关于调整日间手术医保支付政策的通知）.docx,8.30青医保局发〔2024〕65号（关于调整日间手术医保支付政策的通知）.docx,.docx,40171,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:1962748294,policy_document,rag_knowledge_base,no,raw_registered,
A000211,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/支付方式改革/青医保局发〔2024〕65号（关于调整日间手术医保支付政策的通知）/8.30青医保局发〔2024〕65号（关于调整日间手术医保支付政策的通知）.pdf,8.30青医保局发〔2024〕65号（关于调整日间手术医保支付政策的通知）.pdf,.pdf,2346278,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:4253394088,policy_document,rag_knowledge_base,no,raw_registered,
A000213,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/支付方式改革/青医保办发〔2025〕11号（关于调整按病组和按病种分值付费有关事项的通知）/青医保办发〔2025〕11号（关于调整按病组和按病种分值付费有关事项的通知）.pdf,青医保办发〔2025〕11号（关于调整按病组和按病种分值付费有关事项的通知）.pdf,.pdf,605308,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:2513219127,policy_document,rag_knowledge_base,no,raw_registered,
A000216,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/支付方式改革/青医保办发〔2025〕17号（关于动态调整按病组和病种分值付费费率点值及完善付费政策的通知）/青医保办发〔2025〕17号（关于动态调整按病组和病种分值付费费率点值及完善付费政策的通知）.pdf,青医保办发〔2025〕17号（关于动态调整按病组和病种分值付费费率点值及完善付费政策的通知）.pdf,.pdf,576281,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:1685911466,policy_document,rag_knowledge_base,no,raw_registered,
A000220,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/支付方式改革/青医保办发〔2025〕41号（关于调整按病种付费有关政策的通知）/青医保办发〔2025〕41号（关于调整按病种付费有关政策的通知）.pdf,青医保办发〔2025〕41号（关于调整按病种付费有关政策的通知）.pdf,.pdf,558071,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:2996419670,policy_document,rag_knowledge_base,no,raw_registered,
A000325,政策文件（本省）.zip,政策文件（本省）/飞检材料（医药服务管理处）/青医保局发〔2023〕83号（关于印发青海省医疗保障定点医药机构服务协议（2024版）的通知）/青医保局发〔2023〕83号（关于印发青海省医疗保障定点医药机构服务协议（2024版）的通知）.pdf,青医保局发〔2023〕83号（关于印发青海省医疗保障定点医药机构服务协议（2024版）的通知）.pdf,.pdf,23235770,zip:0b8290900ee41deed863adab647f7edcf9b718f7370d5da9be77975a8c251c04:2512408581,policy_document,rag_knowledge_base,no,raw_registered,
A000326,国家医保智能监管两库_官方公开附件_第一至十八批_截至2026-07-10.zip,国家医保智能监管两库_官方公开附件_截至2026-07-10/README.md,README.md,.md,6942,zip:d8b36f140e5b3963d54ba0f35896a170cfdf2c53a058b26db6b092b179ee6316:2146726897,policy_document,rag_knowledge_base,no,raw_registered,
A000336,国家医保智能监管两库_官方公开附件_第一至十八批_截至2026-07-10.zip,国家医保智能监管两库_官方公开附件_截至2026-07-10/第二批_手术项目未按规定折价收费.pdf,第二批_手术项目未按规定折价收费.pdf,.pdf,210288,zip:d8b36f140e5b3963d54ba0f35896a170cfdf2c53a058b26db6b092b179ee6316:3188712738,policy_document,rag_knowledge_base,no,raw_registered,
